Player IGN,A or B Finals?,,Finals - Team Comp - Uma 1 - Name,Finals - Team Comp - Uma 1 - Running Style,Finals - Team Comp - Uma 1 - Role,Finals - Team Comp - Uma 2 - Name,Finals - Team Comp - Uma 2 - Running Style,Finals - Team Comp - Uma 2 - Role,Finals - Team Comp - Uma 3 - Name,Finals - Team Comp - Uma 3 - Running Style,Finals - Team Comp - Uma 3 - Role,,,,,,|,Finals result?,,,Uma1,Uma2,Uma3
JohnnyZB,A Finals,,Narita Taishin,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Mejiro McQueen,Pace Chaser,Unity Cup Scenario Ace,,,,,,|,3rd,,,Narita Taishin - End Closer,Gold Ship - End Closer,Mejiro McQueen - Pace Chaser
Nanahara,A Finals,,Oguri Cap,Pace Chaser,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Oguri Cap - Pace Chaser,Narita Taishin - End Closer,Mayano Top Gun - End Closer
Nana,A Finals,,Oguri Cap,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,,,,,,|,3rd,,,Oguri Cap - End Closer,Gold Ship - End Closer,Mayano Top Gun - End Closer
Holic,A Finals,,Mejiro Ryan,Pace Chaser,Unity Cup Scenario Ace,Eishin Flash,Late Surger,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,,,,,,|,3rd,,,Mejiro Ryan - Pace Chaser,Eishin Flash - Late Surger,Narita Taishin - End Closer
Ketsura,A Finals,,Daiwa Scarlet,Pace Chaser,Sacrifice to overtake,Oguri Cap,Pace Chaser,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Daiwa Scarlet - Pace Chaser,Oguri Cap - Pace Chaser,Narita Taishin - End Closer
Sparky,A Finals,,Narita Taishin,End Closer,Unity Cup Scenario Ace,Narita Brian,End Closer,Unity Cup Scenario Ace,Special Week (Summer),End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Narita Taishin - End Closer,Narita Brian - End Closer,Special Week (Summer) - End Closer
veee,A Finals,,Narita Taishin,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,,,,,,|,2nd,,,Narita Taishin - End Closer,Mayano Top Gun - End Closer,Gold Ship - End Closer
Mattipus,A Finals,,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,Agnes Tachyon,Pace Chaser,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Manhattan Cafe - End Closer,Agnes Tachyon - Pace Chaser,Gold Ship - End Closer
Mitty,A Finals,,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Hishi Amazon,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,Hishi Amazon - End Closer
Soff,A Finals,,Narita Taishin,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,,,,,,|,3rd,,,Narita Taishin - End Closer,Gold Ship - End Closer,Mayano Top Gun - End Closer
Bucketmun,A Finals,,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,,,,,,|,2nd,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,Narita Taishin - End Closer
Monikun123,A Finals,,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Mejiro McQueen,Pace Chaser,Unity Cup Scenario Ace,,,,,,|,1st,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,Mejiro McQueen - Pace Chaser
Tori,A Finals,,Gold Ship,End Closer,URA Scenario Ace,Nice Nature,Late Surger,Debuffer,Air Groove,Pace Chaser,Debuffer,,,,,,|,2nd,,,Gold Ship - End Closer,Nice Nature - Late Surger,Air Groove - Pace Chaser
Ephemeral,A Finals,,Gold Ship,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,Special Week (Summer),End Closer,Unity Cup Scenario Ace,,,,,,|,2nd,,,Gold Ship - End Closer,Narita Taishin - End Closer,Special Week (Summer) - End Closer
EmoticonFather,A Finals,,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,Manhattan Cafe - End Closer
Lucharizard,A Finals,,Eishin Flash,Late Surger,Unity Cup Scenario Ace,Gold City (Festival),Late Surger,URA Scenario Ace,Narita Brian,Late Surger,Unity Cup Scenario Ace,,,,,,|,1st,,,Eishin Flash - Late Surger,Gold City (Festival) - Late Surger,Narita Brian - Late Surger
Rumble,A Finals,,Symboli Rudolf,Pace Chaser,Unity Cup Scenario Ace,Mayano Top Gun,Front Runner,Sacrifice to overtake,Mihono Bourbon,Front Runner,Sacrifice to overtake,,,,,,|,3rd,,,Symboli Rudolf - Pace Chaser,Mayano Top Gun - Front Runner,Mihono Bourbon - Front Runner
Daigo,A Finals,,Eishin Flash,Late Surger,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Nice Nature,End Closer,Debuffer,,,,,,|,1st,,,Eishin Flash - Late Surger,Gold Ship - End Closer,Nice Nature - End Closer
Gelatin,A Finals,,Narita Taishin,End Closer,Unity Cup Scenario Ace,Mejiro McQueen,Pace Chaser,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Narita Taishin - End Closer,Mejiro McQueen - Pace Chaser,Gold Ship - End Closer
Canucklehead,A Finals,,Narita Taishin,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Narita Taishin - End Closer,Gold Ship - End Closer,Manhattan Cafe - End Closer
urara,A Finals,,Narita Taishin,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Mejiro McQueen,Pace Chaser,Unity Cup Scenario Ace,,,,,,|,1st,,,Narita Taishin - End Closer,Gold Ship - End Closer,Mejiro McQueen - Pace Chaser
Rei,A Finals,,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Manhattan Cafe - End Closer,Narita Taishin - End Closer,Gold Ship - End Closer
Knighted,A Finals,,Mayano Top Gun,Pace Chaser,Unity Cup Scenario Ace,Silence Suzuka,Runaway,Sacrifice to overtake,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,,,,,,|,2nd,,,Mayano Top Gun - Pace Chaser,Silence Suzuka - Runaway,Manhattan Cafe - End Closer
IspamObjection,A Finals,,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Rice Shower (Halloween),Pace Chaser,Unity Cup Scenario Ace,,,,,,|,1st,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,Rice Shower (Halloween) - Pace Chaser
Magekarp18,,,,,,,,,,,,,,,,,|,,,,,,
Wully,A Finals,,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Daiwa Scarlet,Pace Chaser,Unity Cup Scenario Ace,,,,,,|,2nd,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,Daiwa Scarlet - Pace Chaser
Bacon,A Finals,,Air Groove,Pace Chaser,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Symboli Rudolf,End Closer,Unity Cup Scenario Ace,,,,,,|,3rd,,,Air Groove - Pace Chaser,Gold Ship - End Closer,Symboli Rudolf - End Closer
hash2,B Finals,,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Oguri Cap,Pace Chaser,Unity Cup Scenario Ace,,,,,,|,2nd,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,Oguri Cap - Pace Chaser
Nah,A Finals,,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,,,,,,|,2nd,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,Manhattan Cafe - End Closer
MelaysT,A Finals,,Narita Taishin,End Closer,Unity Cup Scenario Ace,Mayano Top Gun (Wedding),End Closer,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Narita Taishin - End Closer,Mayano Top Gun (Wedding) - End Closer,Manhattan Cafe - End Closer
Gemstone Addict,A Finals,,Narita Taishin,End Closer,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,Nice Nature,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Narita Taishin - End Closer,Manhattan Cafe - End Closer,Nice Nature - End Closer
manjo,A Finals,,Seiun Sky,Front Runner,Debuffer,Narita Taishin,End Closer,Unity Cup Scenario Ace,Matikanefukukitaru (Full Armor),Late Surger,Unity Cup Scenario Ace,,,,,,|,1st,,,Seiun Sky - Front Runner,Narita Taishin - End Closer,Matikanefukukitaru (Full Armor) - Late Surger
hootmf,A Finals,,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Oguri Cap,Pace Chaser,Unity Cup Scenario Ace,,,,,,|,3rd,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,Oguri Cap - Pace Chaser
FzyBny,A Finals,,Grass Wonder (Fantasy),Late Surger,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Special Week (Summer),Late Surger,Unity Cup Scenario Ace,,,,,,|,3rd,,,Grass Wonder (Fantasy) - Late Surger,Gold Ship - End Closer,Special Week (Summer) - Late Surger
Karhumies,A Finals,,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,El Condor Pasa,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,El Condor Pasa - End Closer
arc,A Finals,,Gold Ship,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,Mejiro McQueen,Pace Chaser,Unity Cup Scenario Ace,,,,,,|,1st,,,Gold Ship - End Closer,Narita Taishin - End Closer,Mejiro McQueen - Pace Chaser
Wired,A Finals,,Super Creek,Pace Chaser,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun (Wedding),End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Super Creek - Pace Chaser,Gold Ship - End Closer,Mayano Top Gun (Wedding) - End Closer
Hex,,,,,,,,,,,,,,,,,|,,,,,,
Victoria Secret,A Finals,,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Mejiro McQueen,Pace Chaser,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,,,,,,|,2nd,,,Mayano Top Gun - End Closer,Mejiro McQueen - Pace Chaser,Gold Ship - End Closer
CommanderPuma99,A Finals,,Agnes Tachyon,Pace Chaser,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Agnes Tachyon - Pace Chaser,Gold Ship - End Closer,Narita Taishin - End Closer
ChatBox,A Finals,,Special Week (Summer),End Closer,Debuffer,Oguri Cap,End Closer,Unity Cup Scenario Ace,Symboli Rudolf (Festival),Pace Chaser,Unity Cup Scenario Ace,,,,,,|,2nd,,,Special Week (Summer) - End Closer,Oguri Cap - End Closer,Symboli Rudolf (Festival) - Pace Chaser
AzimDaQuixote,,,,,,,,,,,,,,,,,|,,,,,,
Dialectical,A Finals,,Narita Taishin,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Narita Taishin - End Closer,Gold Ship - End Closer,Manhattan Cafe - End Closer
Kiv,A Finals,,Agnes Digital,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Agnes Digital - End Closer,Gold Ship - End Closer,Mayano Top Gun - End Closer
Krazen,B Finals,,Maruzensky (Summer),Front Runner,Unity Cup Scenario Ace,Mihono Bourbon,Front Runner,Unity Cup Scenario Ace,Mejiro McQueen,Front Runner,Unity Cup Scenario Ace,,,,,,|,3rd,,,Maruzensky (Summer) - Front Runner,Mihono Bourbon - Front Runner,Mejiro McQueen - Front Runner
Rusty Gusty,A Finals,,Mejiro McQueen,Pace Chaser,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,URA Scenario Ace,,,,,,|,1st,,,Mejiro McQueen - Pace Chaser,Gold Ship - End Closer,Mayano Top Gun - End Closer
SesameChikn,A Finals,,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Agnes Tachyon,Pace Chaser,Unity Cup Scenario Ace,,,,,,|,1st,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,Agnes Tachyon - Pace Chaser
laugh_,A Finals,,Gold Ship,End Closer,Unity Cup Scenario Ace,Agnes Tachyon,Pace Chaser,Unity Cup Scenario Ace,Mejiro McQueen,Pace Chaser,flex,,,,,,|,1st,,,Gold Ship - End Closer,Agnes Tachyon - Pace Chaser,Mejiro McQueen - Pace Chaser
DillFlavored,A Finals,,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,Special Week,Pace Chaser,Unity Cup Scenario Ace,,,,,,|,1st,,,Manhattan Cafe - End Closer,Narita Taishin - End Closer,Special Week - Pace Chaser
ImRingo,A Finals,,Gold Ship,End Closer,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,,,,,,|,2nd,,,Gold Ship - End Closer,Manhattan Cafe - End Closer,Narita Taishin - End Closer
Lucifyx,A Finals,,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Tokai Teio (Anime Collab),Pace Chaser,Unity Cup Scenario Ace,,,,,,|,1st,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,Tokai Teio (Anime Collab) - Pace Chaser
darkmoon,A Finals,,Agnes Tachyon,Pace Chaser,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,,,,,,|,2nd,,,Agnes Tachyon - Pace Chaser,Manhattan Cafe - End Closer,Mayano Top Gun - End Closer
Venge,A Finals,,Gold Ship,End Closer,Unity Cup Scenario Ace,Agnes Tachyon,Pace Chaser,Unity Cup Scenario Ace,Mayano Top Gun,Pace Chaser,Unity Cup Scenario Ace,,,,,,|,1st,,,Gold Ship - End Closer,Agnes Tachyon - Pace Chaser,Mayano Top Gun - Pace Chaser
X-ite_SDF,A Finals,,Agnes Tachyon,Pace Chaser,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,Seiun Sky,Pace Chaser,Unity Cup Scenario Ace,,,,,,|,1st,,,Agnes Tachyon - Pace Chaser,Narita Taishin - End Closer,Seiun Sky - Pace Chaser
Doue,A Finals,,Narita Taishin,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,,,,,,|,2nd,,,Narita Taishin - End Closer,Gold Ship - End Closer,Manhattan Cafe - End Closer
Yenfish,A Finals,,Narita Brian,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Mejiro McQueen,Pace Chaser,Unity Cup Scenario Ace,,,,,,|,1st,,,Narita Brian - End Closer,Mayano Top Gun - End Closer,Mejiro McQueen - Pace Chaser
Croix du Nord,A Finals,,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,,,,,,|,3rd,,,Manhattan Cafe - End Closer,Mayano Top Gun - End Closer,Gold Ship - End Closer
Catchiii,A Finals,,Hishi Amazon,End Closer,Unity Cup Scenario Ace,Maruzensky (Summer),Front Runner,Unity Cup Scenario Ace,Silence Suzuka,Runaway,Sacrifice to overtake,,,,,,|,1st,,,Hishi Amazon - End Closer,Maruzensky (Summer) - Front Runner,Silence Suzuka - Runaway
Toad,A Finals,,Gold Ship,End Closer,Unity Cup Scenario Ace,Agnes Tachyon,Pace Chaser,Unity Cup Scenario Ace,Narita Brian,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Gold Ship - End Closer,Agnes Tachyon - Pace Chaser,Narita Brian - End Closer
grodd bondrow,,,,,,,,,,,,,,,,,|,,,,,,
fx,A Finals,,Seiun Sky,Front Runner,Unity Cup Scenario Ace,Narita Taishin,End Closer,Debuffer,Silence Suzuka,Runaway,Sacrifice to overtake,,,,,,|,1st,,,Seiun Sky - Front Runner,Narita Taishin - End Closer,Silence Suzuka - Runaway
Rein,A Finals,,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Special Week (Summer),Late Surger,Unity Cup Scenario Ace,,,,,,|,1st,,,Mayano Top Gun - End Closer,Gold Ship - End Closer,Special Week (Summer) - Late Surger
Narvana,A Finals,,Narita Taishin,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Oguri Cap,Late Surger,Unity Cup Scenario Ace,,,,,,|,2nd,,,Narita Taishin - End Closer,Gold Ship - End Closer,Oguri Cap - Late Surger
